win,lose,probability
Orlando Magic,Sacramento Kings,0.5091337899633361
San Antonio Spurs,Atlanta Hawks,0.7226991435602065
Toronto Raptors,Dallas Mavericks,0.6683944127722327
Los Angeles Clippers,Utah Jazz,0.7173513744311737
Oklahoma City Thunder,Brooklyn Nets,0.9276755758429791
Cleveland Cavaliers,Detroit Pistons,0.6907091095940029
Golden State Warriors,Philadelphia 76ers,0.9802202199019979
Portland Trail Blazers,New Orleans Pelicans,0.739179594460289
Indiana Pacers,New York Knicks,0.737261297921308
Boston Celtics,Minnesota Timberwolves,0.8016564673219775
Chicago Bulls,Memphis Grizzlies,0.5321277162940671
Utah Jazz,Detroit Pistons,0.5023111205910199
Houston Rockets,Los Angeles Lakers,0.8376497063340761
Charlotte Hornets,Indiana Pacers,0.5570677096213039
Los Angeles Clippers,Milwaukee Bucks,0.8039203288008269
Miami Heat,New Orleans Pelicans,0.7508531877107274
Sacramento Kings,Phoenix Suns,0.685727471608385
San Antonio Spurs,Portland Trail Blazers,0.7585812347033277
Dallas Mavericks,Washington Wizards,0.518423133918441
Atlanta Hawks,Memphis Grizzlies,0.6650019272757691
Cleveland Cavaliers,Utah Jazz,0.7015534109306716
Los Angeles Clippers,Denver Nuggets,0.7779025812928455
Golden State Warriors,Orlando Magic,0.8884283991194788
New York Knicks,Brooklyn Nets,0.6609958426905028
Oklahoma City Thunder,Toronto Raptors,0.5839836985295161
Boston Celtics,Brooklyn Nets,0.876513343201795
Toronto Raptors,Detroit Pistons,0.7064658632795733
Milwaukee Bucks,Los Angeles Lakers,0.7763632279141426
Miami Heat,Minnesota Timberwolves,0.7725639305960725
Houston Rockets,New Orleans Pelicans,0.6756148316626216
Dallas Mavericks,Philadelphia 76ers,0.9274960034671036
Orlando Magic,Phoenix Suns,0.7111422840664183
Chicago Bulls,Washington Wizards,0.5374210240458612
Atlanta Hawks,Portland Trail Blazers,0.5383768109241954
Utah Jazz,Chicago Bulls,0.5504618198907085
Charlotte Hornets,Washington Wizards,0.6066167804633499
Houston Rockets,Denver Nuggets,0.6078893359207904
Golden State Warriors,Milwaukee Bucks,0.9209107909838345
Cleveland Cavaliers,Los Angeles Clippers,0.6461411593882238
San Antonio Spurs,Memphis Grizzlies,0.8678227872827804
Oklahoma City Thunder,Sacramento Kings,0.8238643408425231
Dallas Mavericks,Brooklyn Nets,0.8192744277892299
Detroit Pistons,Phoenix Suns,0.797677360854741
Cleveland Cavaliers,Los Angeles Lakers,0.962948686722511
Miami Heat,Portland Trail Blazers,0.5040233360900258
New Orleans Pelicans,Minnesota Timberwolves,0.5411673553355711
Boston Celtics,Philadelphia 76ers,0.9524486593149674
San Antonio Spurs,Sacramento Kings,0.8797581295398993
Toronto Raptors,Indiana Pacers,0.6325913172799233
Boston Celtics,Washington Wizards,0.6311534870011654
Atlanta Hawks,Charlotte Hornets,0.525267108911134
Houston Rockets,Denver Nuggets,0.644863976814908
Indiana Pacers,Utah Jazz,0.5320303452340908
Los Angeles Clippers,New York Knicks,0.7585896770624109
Golden State Warriors,Oklahoma City Thunder,0.7288796463907133
Orlando Magic,Philadelphia 76ers,0.8667989151948333
Detroit Pistons,Brooklyn Nets,0.8321599663535078
Golden State Warriors,Dallas Mavericks,0.8983409736513698
Los Angeles Clippers,Los Angeles Lakers,0.9456342737922078
Miami Heat,Phoenix Suns,0.8317119713929816
San Antonio Spurs,Minnesota Timberwolves,0.916816480978368
Memphis Grizzlies,New Orleans Pelicans,0.6247721173915234
Portland Trail Blazers,Milwaukee Bucks,0.7250279265934052
Toronto Raptors,Chicago Bulls,0.6512852718010814
Boston Celtics,Indiana Pacers,0.5674071697706593
Detroit Pistons,Chicago Bulls,0.5631131432105205
Cleveland Cavaliers,Denver Nuggets,0.8395736911255262
Oklahoma City Thunder,Philadelphia 76ers,0.9626861321171949
Charlotte Hornets,Orlando Magic,0.6977961587762662
Sacramento Kings,Milwaukee Bucks,0.5850307501622838
Utah Jazz,New York Knicks,0.6020818920347275
Atlanta Hawks,Washington Wizards,0.6223859253623879
Phoenix Suns,Brooklyn Nets,0.5420650144109758
Los Angeles Clippers,Dallas Mavericks,0.7309547903103433
Toronto Raptors,Miami Heat,0.6575313392953438
Portland Trail Blazers,New York Knicks,0.6689687298288631
San Antonio Spurs,Memphis Grizzlies,0.842476651201927
Boston Celtics,Phoenix Suns,0.8546619096410574
Chicago Bulls,Philadelphia 76ers,0.8956378063611115
Cleveland Cavaliers,Charlotte Hornets,0.6948136734305805
Golden State Warriors,Sacramento Kings,0.8998452274187799
Houston Rockets,New Orleans Pelicans,0.6701583124631509
Indiana Pacers,Denver Nuggets,0.7114379634630872
Minnesota Timberwolves,Los Angeles Lakers,0.7581110141086059
Atlanta Hawks,Milwaukee Bucks,0.7460946674528828
Detroit Pistons,Orlando Magic,0.6296062095564972
Washington Wizards,Brooklyn Nets,0.8127850473372907
Cleveland Cavaliers,Washington Wizards,0.7313173105268553
Toronto Raptors,Dallas Mavericks,0.7614887665941086
Los Angeles Clippers,Utah Jazz,0.6241273410634973
Portland Trail Blazers,Minnesota Timberwolves,0.7449366035445518
San Antonio Spurs,New York Knicks,0.8790437991579667
Atlanta Hawks,Brooklyn Nets,0.8737664958424048
Miami Heat,Boston Celtics,0.5049397131204538
Charlotte Hornets,Phoenix Suns,0.8412539488199279
Denver Nuggets,New Orleans Pelicans,0.5843382220850667
Golden State Warriors,Memphis Grizzlies,0.8678563483442382
Oklahoma City Thunder,Houston Rockets,0.7648253149728017
Indiana Pacers,Philadelphia 76ers,0.9227636191412589
Los Angeles Clippers,Sacramento Kings,0.7598210081091644
Portland Trail Blazers,Los Angeles Lakers,0.9128628895265775
Chicago Bulls,Milwaukee Bucks,0.6744030946040537
Oklahoma City Thunder,Dallas Mavericks,0.7847557296166378
Detroit Pistons,New York Knicks,0.7238767705423744
Memphis Grizzlies,Sacramento Kings,0.5570480332515214
San Antonio Spurs,Cleveland Cavaliers,0.5588074001873179
Toronto Raptors,Orlando Magic,0.7661151560854443
Utah Jazz,New Orleans Pelicans,0.6598738260950244
Atlanta Hawks,Phoenix Suns,0.8501178018444935
Brooklyn Nets,Philadelphia 76ers,0.6905007933506996
Charlotte Hornets,Milwaukee Bucks,0.7668086277284502
Miami Heat,Detroit Pistons,0.6033784866562386
Golden State Warriors,Houston Rockets,0.8874190987646684
Indiana Pacers,Minnesota Timberwolves,0.7566534019025807
Washington Wizards,Los Angeles Lakers,0.8809924483055676
Portland Trail Blazers,Denver Nuggets,0.6984118411903583
Boston Celtics,Milwaukee Bucks,0.7848966210936629
Los Angeles Clippers,Washington Wizards,0.6578469851985678
Indiana Pacers,Memphis Grizzlies,0.5899093978507688
Dallas Mavericks,New Orleans Pelicans,0.6905675506836944
Miami Heat,New York Knicks,0.7896508432624236
Oklahoma City Thunder,Orlando Magic,0.8147288098525821
Atlanta Hawks,Philadelphia 76ers,0.9514229976478317
Utah Jazz,Sacramento Kings,0.6365485837671818
Golden State Warriors,San Antonio Spurs,0.6321741854207814
Toronto Raptors,Charlotte Hornets,0.5756791975716227
Cleveland Cavaliers,Chicago Bulls,0.7878076406418602
Detroit Pistons,Brooklyn Nets,0.8279254131340971
Minnesota Timberwolves,Los Angeles Lakers,0.7419367397948657
Los Angeles Clippers,Phoenix Suns,0.8940186729477255
Portland Trail Blazers,Houston Rockets,0.5431554585500262
Boston Celtics,Orlando Magic,0.7139066504181132
Charlotte Hornets,Denver Nuggets,0.7428020865522448
Cleveland Cavaliers,Philadelphia 76ers,0.9610935414505103
Golden State Warriors,Houston Rockets,0.8400094657939006
Dallas Mavericks,Memphis Grizzlies,0.5513207412927005
Miami Heat,New York Knicks,0.7015276596614756
Detroit Pistons,Milwaukee Bucks,0.6773244787478464
Sacramento Kings,New Orleans Pelicans,0.5489635729010579
San Antonio Spurs,Oklahoma City Thunder,0.676858982645414
Toronto Raptors,Indiana Pacers,0.6325913172799233
Washington Wizards,Utah Jazz,0.5192658060330722
Orlando Magic,Brooklyn Nets,0.7361140271149103
Atlanta Hawks,Chicago Bulls,0.6434096832793894
Los Angeles Clippers,Los Angeles Lakers,0.9109662411848778
Sacramento Kings,Minnesota Timberwolves,0.5293991871062719
Portland Trail Blazers,Phoenix Suns,0.8094978502502232
Atlanta Hawks,Brooklyn Nets,0.8740663534572619
Cleveland Cavaliers,Indiana Pacers,0.6759952992165578
Golden State Warriors,Washington Wizards,0.8452108074024768
Memphis Grizzlies,Los Angeles Lakers,0.8602355125221532
Miami Heat,Denver Nuggets,0.7292469295717343
Dallas Mavericks,Milwaukee Bucks,0.6574450856543039
Chicago Bulls,New Orleans Pelicans,0.7066175636033885
Boston Celtics,New York Knicks,0.7896105308257778
Oklahoma City Thunder,Charlotte Hornets,0.6319496564630201
Houston Rockets,Phoenix Suns,0.7887533575365335
San Antonio Spurs,Utah Jazz,0.7934007090893352
Toronto Raptors,Philadelphia 76ers,0.953239758671003
Cleveland Cavaliers,Orlando Magic,0.7987631564772222
Golden State Warriors,Minnesota Timberwolves,0.9280445850757868
Toronto Raptors,Indiana Pacers,0.6771575037924289
Denver Nuggets,New Orleans Pelicans,0.5167430790538455
Chicago Bulls,New York Knicks,0.7212033715166171
Oklahoma City Thunder,Milwaukee Bucks,0.8583961159659622
Brooklyn Nets,Philadelphia 76ers,0.7324153182640682
Dallas Mavericks,Sacramento Kings,0.6276411808325264
San Antonio Spurs,Memphis Grizzlies,0.842476651201927
Portland Trail Blazers,Utah Jazz,0.6045218141577358
Charlotte Hornets,Washington Wizards,0.6152884381052941
Cleveland Cavaliers,Boston Celtics,0.6723131388066477
Miami Heat,Charlotte Hornets,0.5309142569690232
Toronto Raptors,Detroit Pistons,0.7064658632795733
Houston Rockets,Denver Nuggets,0.644863976814908
Los Angeles Clippers,Dallas Mavericks,0.6330696595625503
Oklahoma City Thunder,Memphis Grizzlies,0.7766221574164844
Golden State Warriors,Phoenix Suns,0.9648353764562226
San Antonio Spurs,Los Angeles Lakers,0.9594542434978771
Boston Celtics,Atlanta Hawks,0.5139051143528248
Indiana Pacers,Milwaukee Bucks,0.7373368006214593
Washington Wizards,New York Knicks,0.6826320381577766
Orlando Magic,Brooklyn Nets,0.7504439227394176
Chicago Bulls,Philadelphia 76ers,0.9324586877747115
Portland Trail Blazers,Minnesota Timberwolves,0.7449366035445518
Cleveland Cavaliers,Atlanta Hawks,0.614684996210214
San Antonio Spurs,Dallas Mavericks,0.8731778683256168
Denver Nuggets,New Orleans Pelicans,0.5843382220850667
Detroit Pistons,Houston Rockets,0.5569547379030833
Sacramento Kings,Los Angeles Lakers,0.8181521493219761
Memphis Grizzlies,New York Knicks,0.5971360461862727
Oklahoma City Thunder,Phoenix Suns,0.9188326203466832
Toronto Raptors,Miami Heat,0.562745004908078
Utah Jazz,Minnesota Timberwolves,0.6861992399661501
Chicago Bulls,Brooklyn Nets,0.830289163512756
Boston Celtics,Charlotte Hornets,0.5308538186298303
Golden State Warriors,New Orleans Pelicans,0.9196318387311219
Indiana Pacers,Orlando Magic,0.6453213546038985
Milwaukee Bucks,Philadelphia 76ers,0.8433378579413177
Portland Trail Blazers,Utah Jazz,0.5164104863114605
San Antonio Spurs,Los Angeles Clippers,0.6542780817489545
Miami Heat,Washington Wizards,0.6276966458633141
Cleveland Cavaliers,Atlanta Hawks,0.6802201571887345
Oklahoma City Thunder,Denver Nuggets,0.8245685603389561
Minnesota Timberwolves,Los Angeles Lakers,0.7581110141086059
Detroit Pistons,Memphis Grizzlies,0.5733622457311585
Toronto Raptors,New York Knicks,0.855887019709749
Dallas Mavericks,Phoenix Suns,0.8000344595053305
Houston Rockets,Sacramento Kings,0.6113589808981506
Boston Celtics,Brooklyn Nets,0.8776967746822215
Chicago Bulls,Orlando Magic,0.5796505611015004
Detroit Pistons,Washington Wizards,0.5342875404723159
Golden State Warriors,Utah Jazz,0.8250453598815175
Los Angeles Clippers,Houston Rockets,0.6489645528227068
Cleveland Cavaliers,Miami Heat,0.7094057747769194
Charlotte Hornets,Milwaukee Bucks,0.7403523398014202
Indiana Pacers,Philadelphia 76ers,0.9374049512487992
San Antonio Spurs,Portland Trail Blazers,0.8280493964693718
Charlotte Hornets,Atlanta Hawks,0.5007816918674645
Dallas Mavericks,Denver Nuggets,0.6182810296087353
New Orleans Pelicans,Los Angeles Lakers,0.7793751414605399
Oklahoma City Thunder,Minnesota Timberwolves,0.8537228304695388
Sacramento Kings,Phoenix Suns,0.6943785430270539
Boston Celtics,Milwaukee Bucks,0.7848966210936629
Chicago Bulls,Brooklyn Nets,0.7986218034453249
Toronto Raptors,Cleveland Cavaliers,0.5035825246886373
Golden State Warriors,Los Angeles Lakers,0.9667311159033998
Houston Rockets,Minnesota Timberwolves,0.6960543686398301
Atlanta Hawks,Indiana Pacers,0.564479015948815
Los Angeles Clippers,Sacramento Kings,0.7598210081091644
Dallas Mavericks,Memphis Grizzlies,0.5513207412927005
Miami Heat,Washington Wizards,0.5898473630961137
New York Knicks,Philadelphia 76ers,0.8084083477270032
Oklahoma City Thunder,Denver Nuggets,0.8418739777698462
Detroit Pistons,Orlando Magic,0.6296062095564972
Portland Trail Blazers,New Orleans Pelicans,0.7215391625561248
San Antonio Spurs,Utah Jazz,0.8654417400433186
