win,lose,probability
Orlando Magic,Sacramento Kings,0.5393153587977444
San Antonio Spurs,Atlanta Hawks,0.7357827098311126
Toronto Raptors,Dallas Mavericks,0.7294129079492663
Los Angeles Clippers,Utah Jazz,0.6628775001390836
Oklahoma City Thunder,Brooklyn Nets,0.9359162970385633
Cleveland Cavaliers,Detroit Pistons,0.740329438087177
Golden State Warriors,Philadelphia 76ers,0.9879175964643199
Portland Trail Blazers,New Orleans Pelicans,0.7988074783838389
Indiana Pacers,New York Knicks,0.7110122528843211
Boston Celtics,Minnesota Timberwolves,0.8007072476524196
Chicago Bulls,Memphis Grizzlies,0.6086266534235059
Detroit Pistons,Utah Jazz,0.5305139513482091
Houston Rockets,Los Angeles Lakers,0.8766089411638046
Charlotte Hornets,Indiana Pacers,0.5655494278471238
Los Angeles Clippers,Milwaukee Bucks,0.8190118629128531
Miami Heat,New Orleans Pelicans,0.7799073802073254
Sacramento Kings,Phoenix Suns,0.7147201976827273
San Antonio Spurs,Portland Trail Blazers,0.7299664939695438
Washington Wizards,Dallas Mavericks,0.5100454946271848
Atlanta Hawks,Memphis Grizzlies,0.665815643053352
Cleveland Cavaliers,Utah Jazz,0.7738579132544224
Los Angeles Clippers,Denver Nuggets,0.7981533905278794
Golden State Warriors,Orlando Magic,0.8969247127262349
New York Knicks,Brooklyn Nets,0.7151541801846985
Oklahoma City Thunder,Toronto Raptors,0.5066243440768268
Boston Celtics,Brooklyn Nets,0.9044374199720218
Toronto Raptors,Detroit Pistons,0.6798740766548087
Milwaukee Bucks,Los Angeles Lakers,0.7873250481607887
Miami Heat,Minnesota Timberwolves,0.7923410173983825
Houston Rockets,New Orleans Pelicans,0.6962326635474687
Dallas Mavericks,Philadelphia 76ers,0.9379720633057698
Orlando Magic,Phoenix Suns,0.7347395479646252
Chicago Bulls,Washington Wizards,0.5351346415549549
Portland Trail Blazers,Atlanta Hawks,0.5150407474204473
Chicago Bulls,Utah Jazz,0.5598331178946505
Charlotte Hornets,Washington Wizards,0.5997443817170319
Houston Rockets,Denver Nuggets,0.6594513882775076
Golden State Warriors,Milwaukee Bucks,0.9254045428348205
Cleveland Cavaliers,Los Angeles Clippers,0.5960821970549904
San Antonio Spurs,Memphis Grizzlies,0.832894169900507
Oklahoma City Thunder,Sacramento Kings,0.8211246526725745
Dallas Mavericks,Brooklyn Nets,0.8406659013311981
Detroit Pistons,Phoenix Suns,0.8051140473469311
Cleveland Cavaliers,Los Angeles Lakers,0.9611234076302426
Portland Trail Blazers,Miami Heat,0.5050750103125468
Minnesota Timberwolves,New Orleans Pelicans,0.5048654232547702
Boston Celtics,Philadelphia 76ers,0.9644451371794802
San Antonio Spurs,Sacramento Kings,0.8830157326524807
Toronto Raptors,Indiana Pacers,0.6718673881866463
Boston Celtics,Washington Wizards,0.6305120283687151
Atlanta Hawks,Charlotte Hornets,0.5172377479660246
Houston Rockets,Denver Nuggets,0.6111237138543874
Indiana Pacers,Utah Jazz,0.5571322542592351
Los Angeles Clippers,New York Knicks,0.8137199469295149
Golden State Warriors,Oklahoma City Thunder,0.6504283253869689
Orlando Magic,Philadelphia 76ers,0.9007532634622144
Detroit Pistons,Brooklyn Nets,0.8675551356550635
Golden State Warriors,Dallas Mavericks,0.8425562509816834
Los Angeles Clippers,Los Angeles Lakers,0.9401664049397287
Miami Heat,Phoenix Suns,0.8611056805116509
San Antonio Spurs,Minnesota Timberwolves,0.9107281986131242
Memphis Grizzlies,New Orleans Pelicans,0.6523435443439758
Portland Trail Blazers,Milwaukee Bucks,0.7042397128260052
Toronto Raptors,Chicago Bulls,0.6922560947150198
Boston Celtics,Indiana Pacers,0.5838366824824612
Chicago Bulls,Detroit Pistons,0.5144813339913235
Cleveland Cavaliers,Denver Nuggets,0.86152492484518
Oklahoma City Thunder,Philadelphia 76ers,0.9750092063736775
Charlotte Hornets,Orlando Magic,0.7121781544761808
Sacramento Kings,Milwaukee Bucks,0.5491043028365924
Utah Jazz,New York Knicks,0.6757191339031272
Atlanta Hawks,Washington Wizards,0.6253509683386309
Phoenix Suns,Brooklyn Nets,0.5988336398559098
Los Angeles Clippers,Dallas Mavericks,0.6734479626107601
Toronto Raptors,Miami Heat,0.5859526625291231
Portland Trail Blazers,New York Knicks,0.6968341654673789
San Antonio Spurs,Memphis Grizzlies,0.8511885686436932
Boston Celtics,Phoenix Suns,0.867165951342937
Chicago Bulls,Philadelphia 76ers,0.9457741749112
Cleveland Cavaliers,Charlotte Hornets,0.6718173398014373
Golden State Warriors,Sacramento Kings,0.9058424103141085
Houston Rockets,New Orleans Pelicans,0.6653203793956196
Indiana Pacers,Denver Nuggets,0.6751254038859926
Minnesota Timberwolves,Los Angeles Lakers,0.7739214202046613
Atlanta Hawks,Milwaukee Bucks,0.7900023844419396
Detroit Pistons,Orlando Magic,0.6445763169030057
Washington Wizards,Brooklyn Nets,0.8300582368273386
Cleveland Cavaliers,Washington Wizards,0.7658224542937209
Toronto Raptors,Dallas Mavericks,0.708120426103553
Los Angeles Clippers,Utah Jazz,0.6850338550943106
Portland Trail Blazers,Minnesota Timberwolves,0.7202814338572845
San Antonio Spurs,New York Knicks,0.903806841317208
Atlanta Hawks,Brooklyn Nets,0.887743129517481
Boston Celtics,Miami Heat,0.5334344848917715
Charlotte Hornets,Phoenix Suns,0.8514622298756946
Denver Nuggets,New Orleans Pelicans,0.5187764664559693
Golden State Warriors,Memphis Grizzlies,0.8793772068375354
Oklahoma City Thunder,Houston Rockets,0.7377402125572146
Indiana Pacers,Philadelphia 76ers,0.94520967832361
Los Angeles Clippers,Sacramento Kings,0.7782351584297836
Portland Trail Blazers,Los Angeles Lakers,0.9302141197081565
Chicago Bulls,Milwaukee Bucks,0.7217958182825097
Oklahoma City Thunder,Dallas Mavericks,0.7301214060774548
Detroit Pistons,New York Knicks,0.6988071638590719
Memphis Grizzlies,Sacramento Kings,0.582866859257618
San Antonio Spurs,Cleveland Cavaliers,0.5930830177889101
Toronto Raptors,Orlando Magic,0.7918136577718762
Utah Jazz,New Orleans Pelicans,0.6843401991566468
Atlanta Hawks,Phoenix Suns,0.8562668333805344
Brooklyn Nets,Philadelphia 76ers,0.7153257288497241
Charlotte Hornets,Milwaukee Bucks,0.76538230770319
Miami Heat,Detroit Pistons,0.5802068407655299
Golden State Warriors,Houston Rockets,0.8476632269338887
Indiana Pacers,Minnesota Timberwolves,0.7389433777461097
Washington Wizards,Los Angeles Lakers,0.8896228230671457
Portland Trail Blazers,Denver Nuggets,0.6540372679376469
Boston Celtics,Milwaukee Bucks,0.7879198346268252
Los Angeles Clippers,Washington Wizards,0.6751670553530137
Indiana Pacers,Memphis Grizzlies,0.6120944345217454
Dallas Mavericks,New Orleans Pelicans,0.6892545398358183
Miami Heat,New York Knicks,0.75117916258749
Oklahoma City Thunder,Orlando Magic,0.8017242542728602
Atlanta Hawks,Philadelphia 76ers,0.963337382110841
Utah Jazz,Sacramento Kings,0.6307909768047544
Golden State Warriors,San Antonio Spurs,0.5308618872043569
Toronto Raptors,Charlotte Hornets,0.6141097562864222
Cleveland Cavaliers,Chicago Bulls,0.716199142449745
Detroit Pistons,Brooklyn Nets,0.845774718672648
Minnesota Timberwolves,Los Angeles Lakers,0.7463827339070535
Los Angeles Clippers,Phoenix Suns,0.8918499362176313
Portland Trail Blazers,Houston Rockets,0.5339224390564967
Boston Celtics,Orlando Magic,0.7226796883450178
Charlotte Hornets,Denver Nuggets,0.7214532901950621
Cleveland Cavaliers,Philadelphia 76ers,0.979134797997982
Golden State Warriors,Houston Rockets,0.8564952191728964
Dallas Mavericks,Memphis Grizzlies,0.545157079537808
Miami Heat,New York Knicks,0.7730307183522264
Detroit Pistons,Milwaukee Bucks,0.7288410694168456
Sacramento Kings,New Orleans Pelicans,0.5871041191692319
San Antonio Spurs,Oklahoma City Thunder,0.5855990759212487
Toronto Raptors,Indiana Pacers,0.6718673881866463
Washington Wizards,Utah Jazz,0.5021370984680184
Orlando Magic,Brooklyn Nets,0.7890060457257002
Atlanta Hawks,Chicago Bulls,0.5691165619582629
Los Angeles Clippers,Los Angeles Lakers,0.9420017898652042
Sacramento Kings,Minnesota Timberwolves,0.6112980093104873
Portland Trail Blazers,Phoenix Suns,0.8070986952594713
Atlanta Hawks,Brooklyn Nets,0.9016507052090735
Cleveland Cavaliers,Indiana Pacers,0.7288904099659367
Golden State Warriors,Washington Wizards,0.850704010454642
Memphis Grizzlies,Los Angeles Lakers,0.8630056951350046
Miami Heat,Denver Nuggets,0.7369294444537542
Dallas Mavericks,Milwaukee Bucks,0.684046107746249
Chicago Bulls,New Orleans Pelicans,0.7266306462437484
Boston Celtics,New York Knicks,0.7702358266033127
Oklahoma City Thunder,Charlotte Hornets,0.6346761564486073
Houston Rockets,Phoenix Suns,0.8015222571524354
San Antonio Spurs,Utah Jazz,0.8238852475789628
Toronto Raptors,Philadelphia 76ers,0.9727806212610715
Cleveland Cavaliers,Orlando Magic,0.8331682299493723
Golden State Warriors,Minnesota Timberwolves,0.9306321060231006
Toronto Raptors,Indiana Pacers,0.6560790330532826
Denver Nuggets,New Orleans Pelicans,0.5813912123302594
Chicago Bulls,New York Knicks,0.6913120716015928
Oklahoma City Thunder,Milwaukee Bucks,0.8554796080471018
Brooklyn Nets,Philadelphia 76ers,0.7631960971438838
Dallas Mavericks,Sacramento Kings,0.6228900701946516
San Antonio Spurs,Memphis Grizzlies,0.8511885686436932
Portland Trail Blazers,Utah Jazz,0.6251902275700243
Charlotte Hornets,Washington Wizards,0.6193612383955528
Cleveland Cavaliers,Boston Celtics,0.6425392280336628
Charlotte Hornets,Miami Heat,0.5009809762250242
Toronto Raptors,Detroit Pistons,0.6798740766548087
Houston Rockets,Denver Nuggets,0.6111237138543874
Los Angeles Clippers,Dallas Mavericks,0.6922759903647809
Oklahoma City Thunder,Memphis Grizzlies,0.768394313371256
Golden State Warriors,Phoenix Suns,0.9553544980376684
San Antonio Spurs,Los Angeles Lakers,0.9721719285096961
Boston Celtics,Atlanta Hawks,0.5155701369076993
Indiana Pacers,Milwaukee Bucks,0.7235611544327953
Washington Wizards,New York Knicks,0.6691702997845232
Orlando Magic,Brooklyn Nets,0.7625826887786245
Chicago Bulls,Philadelphia 76ers,0.9477025584978583
Portland Trail Blazers,Minnesota Timberwolves,0.7202814338572845
Cleveland Cavaliers,Atlanta Hawks,0.6707308231785569
San Antonio Spurs,Dallas Mavericks,0.8025408699242826
Denver Nuggets,New Orleans Pelicans,0.5187764664559693
Detroit Pistons,Houston Rockets,0.5578480092488869
Sacramento Kings,Los Angeles Lakers,0.8268023328332592
Memphis Grizzlies,New York Knicks,0.6183290284646403
Oklahoma City Thunder,Phoenix Suns,0.9153820696945946
Toronto Raptors,Miami Heat,0.6252839774744179
Utah Jazz,Minnesota Timberwolves,0.7000966296152823
Chicago Bulls,Brooklyn Nets,0.8634386669239668
Boston Celtics,Charlotte Hornets,0.5251807532604549
Golden State Warriors,New Orleans Pelicans,0.9257022496432554
Indiana Pacers,Orlando Magic,0.6579031687485153
Milwaukee Bucks,Philadelphia 76ers,0.8825963130114106
Portland Trail Blazers,Utah Jazz,0.5336753270148936
San Antonio Spurs,Los Angeles Clippers,0.6963435304564867
Miami Heat,Washington Wizards,0.6081210891045532
Cleveland Cavaliers,Atlanta Hawks,0.6632717449259397
Oklahoma City Thunder,Denver Nuggets,0.8383781573781873
Minnesota Timberwolves,Los Angeles Lakers,0.7739214202046613
Detroit Pistons,Memphis Grizzlies,0.5980732544863001
Toronto Raptors,New York Knicks,0.8226610944367019
Dallas Mavericks,Phoenix Suns,0.7962550310926022
Houston Rockets,Sacramento Kings,0.630559686676259
Boston Celtics,Brooklyn Nets,0.8965438168633543
Chicago Bulls,Orlando Magic,0.6498795190408768
Detroit Pistons,Washington Wizards,0.5192039699195229
Golden State Warriors,Utah Jazz,0.8563731269531332
Los Angeles Clippers,Houston Rockets,0.6852480647453527
Cleveland Cavaliers,Miami Heat,0.6543075806408764
Charlotte Hornets,Milwaukee Bucks,0.7857431302319206
Indiana Pacers,Philadelphia 76ers,0.9521721662984324
San Antonio Spurs,Portland Trail Blazers,0.778418458383259
Charlotte Hornets,Atlanta Hawks,0.5012463091039123
Dallas Mavericks,Denver Nuggets,0.620355098853692
New Orleans Pelicans,Los Angeles Lakers,0.7866006920254254
Oklahoma City Thunder,Minnesota Timberwolves,0.8716409649063286
Sacramento Kings,Phoenix Suns,0.6815165729871224
Boston Celtics,Milwaukee Bucks,0.7879198346268252
Chicago Bulls,Brooklyn Nets,0.8605800172981684
Cleveland Cavaliers,Toronto Raptors,0.5877868794729362
Golden State Warriors,Los Angeles Lakers,0.9780346593032302
Houston Rockets,Minnesota Timberwolves,0.6815844600770956
Atlanta Hawks,Indiana Pacers,0.5718005115847982
Los Angeles Clippers,Sacramento Kings,0.7782351584297836
Dallas Mavericks,Memphis Grizzlies,0.545157079537808
Miami Heat,Washington Wizards,0.6184060415197815
New York Knicks,Philadelphia 76ers,0.8764551074719893
Oklahoma City Thunder,Denver Nuggets,0.8245531421001673
Detroit Pistons,Orlando Magic,0.6445763169030057
Portland Trail Blazers,New Orleans Pelicans,0.7051388367673539
San Antonio Spurs,Utah Jazz,0.7948763473735697
